"item_name","week","week_start_date","total_qty_ordered"
"Kirkland Signature Lightly Breaded Chicken Breast Chunks, Boneless Skinless, 4 lbs",5,"2025-10-29","20"
"Kirkland Signature Lightly Breaded Chicken Breast Chunks, Boneless Skinless, 4 lbs",6,"2025-11-05","20"
"Kirkland Signature Lightly Breaded Chicken Breast Chunks, Boneless Skinless, 4 lbs",7,"2025-11-12","20"
"Kirkland Signature Lightly Breaded Chicken Breast Chunks, Boneless Skinless, 4 lbs",8,"2025-11-19","16"
"Kirkland Signature Lightly Breaded Chicken Breast Chunks, Boneless Skinless, 4 lbs",9,"2025-11-26","16"
"Kirkland Signature Medium Roast Coffee, 2.5 lbs",7,"2025-11-12","1"
"Kirkland Signature Medium Roast Coffee, 2.5 lbs",8,"2025-11-19","1"
"Kirkland Signature Medium Roast Coffee, 2.5 lbs",9,"2025-11-26","1"
"Kirkland Signature Microwave Popcorn, 3.3 oz, 44 ct",7,"2025-11-12","1"
"Kirkland Signature Microwave Popcorn, 3.3 oz, 44 ct",8,"2025-11-19","1"
"Kirkland Signature Microwave Popcorn, 3.3 oz, 44 ct",9,"2025-11-26","1"
"Kirkland Signature Non Fat Milk, 1 Gallon",1,"2025-10-01","5"
"Kirkland Signature Non Fat Milk, 1 Gallon",2,"2025-10-08","5"
"Kirkland Signature Non Fat Milk, 1 Gallon",3,"2025-10-15","8"
"Kirkland Signature Non Fat Milk, 1 Gallon",4,"2025-10-22","4"
"Kirkland Signature Non Fat Milk, 1 Gallon",5,"2025-10-29","4"
"Kirkland Signature Non Fat Milk, 1 Gallon",6,"2025-11-05","4"
"Kirkland Signature Non Fat Milk, 1 Gallon",7,"2025-11-12","5"
"Kirkland Signature Non Fat Milk, 1 Gallon",8,"2025-11-19","5"
"Kirkland Signature Non Fat Milk, 1 Gallon",9,"2025-11-26","5"
"Kirkland Signature Normandy-Style Vegetable Blend, 5.5 lbs",4,"2025-10-22","3"
"Kirkland Signature Normandy-Style Vegetable Blend, 5.5 lbs",5,"2025-10-29","3"
"Kirkland Signature Normandy-Style Vegetable Blend, 5.5 lbs",6,"2025-11-05","3"
"Kirkland Signature Normandy-Style Vegetable Blend, 5.5 lbs",7,"2025-11-12","3"
"Kirkland Signature Organic Greek Nonfat Yogurt, Plain, 3 lbs",1,"2025-10-01","4"
"Kirkland Signature Organic Greek Nonfat Yogurt, Plain, 3 lbs",2,"2025-10-08","8"
"Kirkland Signature Organic Greek Nonfat Yogurt, Plain, 3 lbs",3,"2025-10-15","10"
"Kirkland Signature Organic Greek Nonfat Yogurt, Plain, 3 lbs",4,"2025-10-22","10"
"Kirkland Signature Organic Greek Nonfat Yogurt, Plain, 3 lbs",6,"2025-11-05","0"
"Kirkland Signature Organic Greek Nonfat Yogurt, Plain, 3 lbs",7,"2025-11-12","10"
"Kirkland Signature Organic Greek Nonfat Yogurt, Plain, 3 lbs",8,"2025-11-19","10"
"Kirkland Signature Organic Greek Nonfat Yogurt, Plain, 3 lbs",9,"2025-11-26","10"
"Kirkland Signature Organic Ground Beef, 85% Lean 15% Fat, 4 lbs",1,"2025-10-01","24"
"Kirkland Signature Organic Ground Beef, 85% Lean 15% Fat, 4 lbs",2,"2025-10-08","24"
"Kirkland Signature Organic Ground Beef, 85% Lean 15% Fat, 4 lbs",3,"2025-10-15","24"
"Kirkland Signature Organic Ground Beef, 85% Lean 15% Fat, 4 lbs",4,"2025-10-22","24"
"Kirkland Signature Organic Ground Beef, 85% Lean 15% Fat, 4 lbs",5,"2025-10-29","24"
"Kirkland Signature Organic Ground Beef, 85% Lean 15% Fat, 4 lbs",6,"2025-11-05","24"
"Kirkland Signature Organic Ground Beef, 85% Lean 15% Fat, 4 lbs",7,"2025-11-12","20"
"Kirkland Signature Organic Ground Beef, 85% Lean 15% Fat, 4 lbs",8,"2025-11-19","20"
"Kirkland Signature Organic Ground Beef, 85% Lean 15% Fat, 4 lbs",9,"2025-11-26","20"
"Kirkland Signature Organic Ground Saigon Cinnamon, 10.7 oz",3,"2025-10-15","1"
"Kirkland Signature Outdoor Trash Bags, 20% PCR, Black, 50 Gallon, 70 ct",1,"2025-10-01","1"
"Kirkland Signature Outdoor Trash Bags, 20% PCR, Black, 50 Gallon, 70 ct",2,"2025-10-08","1"
"Kirkland Signature Outdoor Trash Bags, 20% PCR, Black, 50 Gallon, 70 ct",3,"2025-10-15","1"
"Kirkland Signature Outdoor Trash Bags, 20% PCR, Black, 50 Gallon, 70 ct",4,"2025-10-22","1"
"Kirkland Signature Outdoor Trash Bags, 20% PCR, Black, 50 Gallon, 70 ct",5,"2025-10-29","1"
"Kirkland Signature Outdoor Trash Bags, 20% PCR, Black, 50 Gallon, 70 ct",6,"2025-11-05","1"
"Kirkland Signature Outdoor Trash Bags, 20% PCR, Black, 50 Gallon, 70 ct",7,"2025-11-12","1"
"Kirkland Signature Outdoor Trash Bags, 20% PCR, Black, 50 Gallon, 70 ct",8,"2025-11-19","1"
"Kirkland Signature Outdoor Trash Bags, 20% PCR, Black, 50 Gallon, 70 ct",9,"2025-11-26","1"
"Kirkland Signature Plastic Cold Cup, Red, 18 oz, 240 ct",1,"2025-10-01","3"
"Kirkland Signature Plastic Cold Cup, Red, 18 oz, 240 ct",2,"2025-10-08","3"
"Kirkland Signature Plastic Cold Cup, Red, 18 oz, 240 ct",3,"2025-10-15","3"
"Kirkland Signature Plastic Cold Cup, Red, 18 oz, 240 ct",4,"2025-10-22","3"
"Kirkland Signature Plastic Cold Cup, Red, 18 oz, 240 ct",5,"2025-10-29","3"
"Kirkland Signature Plastic Cold Cup, Red, 18 oz, 240 ct",6,"2025-11-05","3"
"Kirkland Signature Plastic Cold Cup, Red, 18 oz, 240 ct",7,"2025-11-12","3"
"Kirkland Signature Plastic Cold Cup, Red, 18 oz, 240 ct",8,"2025-11-19","4"
"Kirkland Signature Plastic Cold Cup, Red, 18 oz, 240 ct",9,"2025-11-26","4"
"Kirkland Signature Thai Hom Mali Jasmine Rice, Long Grain, 50 lbs",4,"2025-10-22","1"
"Kirkland Signature Thai Hom Mali Jasmine Rice, Long Grain, 50 lbs",5,"2025-10-29","1"
"Kirkland Signature Thai Hom Mali Jasmine Rice, Long Grain, 50 lbs",9,"2025-11-26","1"
"Kirkland Signature Three Berry Blend, 4 lbs",1,"2025-10-01","5"
"Kirkland Signature Three Berry Blend, 4 lbs",2,"2025-10-08","5"
"Kirkland Signature Three Berry Blend, 4 lbs",3,"2025-10-15","0"
"Kirkland Signature Three Berry Blend, 4 lbs",4,"2025-10-22","7"
"Kirkland Signature Three Berry Blend, 4 lbs",5,"2025-10-29","7"
"Kirkland Signature Three Berry Blend, 4 lbs",6,"2025-11-05","7"
"Kirkland Signature Three Berry Blend, 4 lbs",7,"2025-11-12","7"
"Kirkland Signature Three Berry Blend, 4 lbs",8,"2025-11-19","7"
"Kirkland Signature Three Berry Blend, 4 lbs",9,"2025-11-26","0"
"Kirkland Signature Tortilla Strips, 48 oz",5,"2025-10-29","2"
"Kirkland Signature Tortilla Strips, 48 oz",6,"2025-11-05","2"
"Kirkland Signature Tortilla Strips, 48 oz",7,"2025-11-12","2"
"Kirkland Signature Tortilla Strips, 48 oz",8,"2025-11-19","2"
"Kirkland Signature Whey Protein Powder, Creamy Chocolate, 5.4 lbs",2,"2025-10-08","4"
"Kirkland Signature Whey Protein Powder, Creamy Chocolate, 5.4 lbs",8,"2025-11-19","1"
"Kirkland Signature Whole Milk, 1 Gallon",1,"2025-10-01","12"
"Kirkland Signature Whole Milk, 1 Gallon",2,"2025-10-08","8"
"Kirkland Signature Whole Milk, 1 Gallon",3,"2025-10-15","8"
"Kirkland Signature Whole Milk, 1 Gallon",4,"2025-10-22","4"
"Kirkland Signature Whole Milk, 1 Gallon",5,"2025-10-29","4"
"Kirkland Signature Whole Milk, 1 Gallon",6,"2025-11-05","4"
"Kirkland Signature Whole Milk, 1 Gallon",7,"2025-11-12","5"
"Kirkland Signature Whole Milk, 1 Gallon",8,"2025-11-19","5"
"Kirkland Signature Whole Milk, 1 Gallon",9,"2025-11-26","5"
"La Banderita 10"" Flour Tortillas, 20 ct",1,"2025-10-01","2"
"La Banderita 10"" Flour Tortillas, 20 ct",2,"2025-10-08","2"
"La Banderita 10"" Flour Tortillas, 20 ct",3,"2025-10-15","3"
"La Banderita 10"" Flour Tortillas, 20 ct",4,"2025-10-22","3"
"La Banderita 10"" Flour Tortillas, 20 ct",5,"2025-10-29","3"
"La Banderita 10"" Flour Tortillas, 20 ct",6,"2025-11-05","3"
"La Banderita 10"" Flour Tortillas, 20 ct",7,"2025-11-12","3"
"La Banderita 10"" Flour Tortillas, 20 ct",8,"2025-11-19","3"
"La Banderita 10"" Flour Tortillas, 20 ct",9,"2025-11-26","3"
"Large Eggs, 15 Dozen",1,"2025-10-01","0"
"Large Eggs, 15 Dozen",2,"2025-10-08","1"
"Large Eggs, 15 Dozen",3,"2025-10-15","1"
"Large Eggs, 15 Dozen",4,"2025-10-22","1"
"Large Eggs, 15 Dozen",5,"2025-10-29","1"
"Large Eggs, 15 Dozen",6,"2025-11-05","0"
"Large Eggs, 15 Dozen",7,"2025-11-12","1"
"Large Eggs, 15 Dozen",8,"2025-11-19","1"
"Large Eggs, 15 Dozen",9,"2025-11-26","1"
"Lawry's Coarse Ground Garlic Salt with Parsley, 33 oz",1,"2025-10-01","1"
"Lawry's Coarse Ground Garlic Salt with Parsley, 33 oz",6,"2025-11-05","1"
"Lawry's Seasoned Salt, 40 oz",1,"2025-10-01","1"
"Lea & Perrins Worcestershire Sauce, 20 fl oz, 2 ct",9,"2025-11-26","1"
"Limes, 3 lbs",8,"2025-11-19","1"
"Limes, 3 lbs",9,"2025-11-26","1"
"Log Cabin Original Syrup, 1 Gallon",8,"2025-11-19","1"
"Mateo's Gourmet Salsa, Medium, 32 oz",5,"2025-10-29","2"
"Mateo's Gourmet Salsa, Medium, 32 oz",6,"2025-11-05","2"
"Mateo's Gourmet Salsa, Medium, 32 oz",7,"2025-11-12","2"
"Mateo's Gourmet Salsa, Medium, 32 oz",8,"2025-11-19","2"
"Mateo's Gourmet Salsa, Medium, 32 oz",9,"2025-11-26","2"
"McCormick Cajun Seasoning, 18 oz",1,"2025-10-01","1"
"McCormick Granulated Onion, 18 oz",4,"2025-10-22","1"
"McCormick Italian Seasoning, 6.25 oz",1,"2025-10-01","1"
"McCormick Italian Seasoning, 6.25 oz",6,"2025-11-05","1"
"McCormick Lemon & Pepper Seasoning, 28 oz",7,"2025-11-12","1"
"McCormick Montreal Steak Seasoning, 29 oz",4,"2025-10-22","1"
"McCormick Premium Taco Seasoning, 24 oz",1,"2025-10-01","1"
"McCormick Premium Taco Seasoning, 24 oz",6,"2025-11-05","1"
"Miss Vickie’s Kettle Cooked Potato Chips, Variety Pack, 1-3/8 oz, 30 ct",9,"2025-11-26","4"
"Mixed Bell Peppers, 6 ct",2,"2025-10-08","2"
"Mixed Bell Peppers, 6 ct",3,"2025-10-15","3"
"Mixed Bell Peppers, 6 ct",4,"2025-10-22","3"
"Mixed Bell Peppers, 6 ct",6,"2025-11-05","4"
"Mixed Bell Peppers, 6 ct",7,"2025-11-12","4"
"Mixed Bell Peppers, 6 ct",8,"2025-11-19","4"
"Mixed Bell Peppers, 6 ct",9,"2025-11-26","4"
"Nutella Hazelnut Spread with Cocoa, 33.5 oz, 2 ct",4,"2025-10-22","1"
"Olde Thompson Himalayan Pink Salt, 12 lbs",7,"2025-11-12","1"
"Organic Baby Spinach, 1 lb",8,"2025-11-19","1"
"Organic Baby Spinach, 1 lb",9,"2025-11-26","1"
"PHILADELPHIA Cream Cheese Spread, Original, 48 oz",1,"2025-10-01","2"
"PHILADELPHIA Cream Cheese Spread, Original, 48 oz",2,"2025-10-08","2"
"PHILADELPHIA Cream Cheese Spread, Original, 48 oz",3,"2025-10-15","2"
"PHILADELPHIA Cream Cheese Spread, Original, 48 oz",4,"2025-10-22","2"
"PHILADELPHIA Cream Cheese Spread, Original, 48 oz",5,"2025-10-29","2"
"PHILADELPHIA Cream Cheese Spread, Original, 48 oz",6,"2025-11-05","2"
"PHILADELPHIA Cream Cheese Spread, Original, 48 oz",7,"2025-11-12","2"
"PHILADELPHIA Cream Cheese Spread, Original, 48 oz",8,"2025-11-19","2"
"PHILADELPHIA Cream Cheese Spread, Original, 48 oz",9,"2025-11-26","2"
"Premium Blueberries, 18 oz",1,"2025-10-01","7"
"Premium Blueberries, 18 oz",2,"2025-10-08","7"
"Premium Blueberries, 18 oz",3,"2025-10-15","7"
"Premium Blueberries, 18 oz",4,"2025-10-22","7"
"Premium Blueberries, 18 oz",5,"2025-10-29","7"
"Premium Blueberries, 18 oz",6,"2025-11-05","7"
"Premium Blueberries, 18 oz",9,"2025-11-26","6"
"Premium Strawberries, 2 lbs",1,"2025-10-01","8"
"Premium Strawberries, 2 lbs",2,"2025-10-08","8"
"Premium Strawberries, 2 lbs",3,"2025-10-15","8"
"Premium Strawberries, 2 lbs",4,"2025-10-22","8"
"Premium Strawberries, 2 lbs",5,"2025-10-29","8"
"Premium Strawberries, 2 lbs",6,"2025-11-05","8"
"Premium Strawberries, 2 lbs",7,"2025-11-12","8"
"Premium Strawberries, 2 lbs",8,"2025-11-19","8"
"Premium Strawberries, 2 lbs",9,"2025-11-26","8"
"Quaker Instant Oatmeal, Variety Pack, 1.51 oz, 52 ct",1,"2025-10-01","1"
"Quaker Instant Oatmeal, Variety Pack, 1.51 oz, 52 ct",3,"2025-10-15","2"
"Quaker Instant Oatmeal, Variety Pack, 1.51 oz, 52 ct",4,"2025-10-22","2"
"Quaker Instant Oatmeal, Variety Pack, 1.51 oz, 52 ct",5,"2025-10-29","2"
"Quaker Instant Oatmeal, Variety Pack, 1.51 oz, 52 ct",6,"2025-11-05","2"
"Quaker Instant Oatmeal, Variety Pack, 1.51 oz, 52 ct",7,"2025-11-12","2"
"Quaker Instant Oatmeal, Variety Pack, 1.51 oz, 52 ct",8,"2025-11-19","2"
"Quaker Instant Oatmeal, Variety Pack, 1.51 oz, 52 ct",9,"2025-11-26","2"
"Rao's Homemade Marinara Sauce, 28 oz, 2 ct",1,"2025-10-01","3"
"Rao's Homemade Marinara Sauce, 28 oz, 2 ct",2,"2025-10-08","3"
"Rao's Homemade Marinara Sauce, 28 oz, 2 ct",3,"2025-10-15","3"
"Rao's Homemade Marinara Sauce, 28 oz, 2 ct",4,"2025-10-22","3"
"Raspberries, 12 oz",1,"2025-10-01","5"
"Raspberries, 12 oz",2,"2025-10-08","5"
"Raspberries, 12 oz",3,"2025-10-15","5"
"Raspberries, 12 oz",4,"2025-10-22","5"
"Russell International 7"" Santoku Knife, 2 ct",2,"2025-10-08","1"
"Scotch-Brite Scrub Sponges, Heavy Duty, Yellow, 24 ct",4,"2025-10-22","1"
"Scotch-Brite Stainless Steel Scrubber, 16 ct",1,"2025-10-01","1"
"Scotch-Brite Stainless Steel Scrubber, 16 ct",2,"2025-10-08","1"
"Shredded Lettuce, 5 lbs",2,"2025-10-08","1"
"Shredded Lettuce, 5 lbs",3,"2025-10-15","1"
"Shredded Lettuce, 5 lbs",4,"2025-10-22","1"
"Shredded Lettuce, 5 lbs",5,"2025-10-29","1"
"Shredded Lettuce, 5 lbs",6,"2025-11-05","1"
"Shredded Lettuce, 5 lbs",7,"2025-11-12","1"
"Shredded Lettuce, 5 lbs",8,"2025-11-19","1"
"Shredded Lettuce, 5 lbs",9,"2025-11-26","1"
"Skippy Creamy Peanut Butter, 48 oz, 2 ct",1,"2025-10-01","3"
"Skippy Creamy Peanut Butter, 48 oz, 2 ct",2,"2025-10-08","3"
"Skippy Creamy Peanut Butter, 48 oz, 2 ct",3,"2025-10-15","3"
"Skippy Creamy Peanut Butter, 48 oz, 2 ct",4,"2025-10-22","3"
"Skippy Creamy Peanut Butter, 48 oz, 2 ct",5,"2025-10-29","3"
"Skippy Creamy Peanut Butter, 48 oz, 2 ct",6,"2025-11-05","3"
"Skippy Creamy Peanut Butter, 48 oz, 2 ct",7,"2025-11-12","1"
"Solo Plastic Fork, Heavyweight, White, 500 ct",1,"2025-10-01","1"
"Solo Plastic Fork, Heavyweight, White, 500 ct",2,"2025-10-08","1"
"Solo Plastic Fork, Heavyweight, White, 500 ct",3,"2025-10-15","1"
"Solo Plastic Fork, Heavyweight, White, 500 ct",4,"2025-10-22","1"
"Solo Plastic Fork, Heavyweight, White, 500 ct",5,"2025-10-29","1"
"Solo Plastic Fork, Heavyweight, White, 500 ct",6,"2025-11-05","1"
"Solo Plastic Fork, Heavyweight, White, 500 ct",7,"2025-11-12","1"
"Solo Plastic Fork, Heavyweight, White, 500 ct",8,"2025-11-19","1"
"Solo Plastic Fork, Heavyweight, White, 500 ct",9,"2025-11-26","1"
"Solo Plastic Knife, Heavyweight, White, 500 ct",1,"2025-10-01","1"
"Solo Plastic Knife, Heavyweight, White, 500 ct",7,"2025-11-12","1"
"Solo Plastic Spoon, Heavyweight, White, 500 ct",7,"2025-11-12","1"
"Solo Plastic Spoon, Heavyweight, White, 500 ct",8,"2025-11-19","1"
"Sue Bee Pure Honey, Midwest Raw Unfiltered Honey, 80 oz",1,"2025-10-01","1"
"Sue Bee Pure Honey, Midwest Raw Unfiltered Honey, 80 oz",2,"2025-10-08","1"
"Sue Bee Pure Honey, Midwest Raw Unfiltered Honey, 80 oz",3,"2025-10-15","1"
"Sue Bee Pure Honey, Midwest Raw Unfiltered Honey, 80 oz",4,"2025-10-22","1"
"Sue Bee Pure Honey, Midwest Raw Unfiltered Honey, 80 oz",5,"2025-10-29","1"
"Sue Bee Pure Honey, Midwest Raw Unfiltered Honey, 80 oz",6,"2025-11-05","1"
"Sue Bee Pure Honey, Midwest Raw Unfiltered Honey, 80 oz",7,"2025-11-12","1"
"Sue Bee Pure Honey, Midwest Raw Unfiltered Honey, 80 oz",8,"2025-11-19","1"
"Sue Bee Pure Honey, Midwest Raw Unfiltered Honey, 80 oz",9,"2025-11-26","1"
"Sweet Baby Ray's Barbecue Sauce, 160 oz",1,"2025-10-01","1"
"Sweet Baby Ray's Barbecue Sauce, 160 oz",4,"2025-10-22","1"
"Sweet Baby Ray's Barbecue Sauce, 160 oz",5,"2025-10-29","0"
"Sweet Baby Ray's Barbecue Sauce, 40 oz, 2 ct",6,"2025-11-05","2"
"Sweet Baby Ray's Barbecue Sauce, 40 oz, 2 ct",7,"2025-11-12","2"
"Sweet Baby Ray's Barbecue Sauce, 40 oz, 2 ct",8,"2025-11-19","2"
"Sweet Baby Ray's Barbecue Sauce, 40 oz, 2 ct",9,"2025-11-26","2"
"Thomas' Bagels, Everything, 12 ct",1,"2025-10-01","6"
"Thomas' Bagels, Everything, 12 ct",2,"2025-10-08","3"
"Thomas' Bagels, Everything, 12 ct",3,"2025-10-15","4"
"Thomas' Bagels, Everything, 12 ct",4,"2025-10-22","6"
"Thomas' Bagels, Everything, 12 ct",5,"2025-10-29","6"
"Thomas' Bagels, Everything, 12 ct",6,"2025-11-05","6"
"Thomas' Bagels, Everything, 12 ct",9,"2025-11-26","0"
"Thomas' Bagels, Plain, 12 ct",2,"2025-10-08","2"
"Thomas' Bagels, Plain, 12 ct",3,"2025-10-15","0"
"Thomas' Bagels, Plain, 12 ct",4,"2025-10-22","6"
"Thomas' Bagels, Plain, 12 ct",5,"2025-10-29","6"
"Thomas' Bagels, Plain, 12 ct",6,"2025-11-05","0"
"Thomas' Bagels, Plain, 12 ct",7,"2025-11-12","7"
"Thomas' Bagels, Plain, 12 ct",8,"2025-11-19","0"
"Thomas' Bagels, Plain, 12 ct",9,"2025-11-26","0"
"Tide PODS Laundry Detergent, Free & Gentle, HE Compatible, Unscented, 152 ct",4,"2025-10-22","1"
"Tomatoes On The Vine, 4 lbs",2,"2025-10-08","1"
"Tomatoes On The Vine, 4 lbs",3,"2025-10-15","1"
"Tomatoes On The Vine, 4 lbs",4,"2025-10-22","1"
"Tomatoes On The Vine, 4 lbs",5,"2025-10-29","1"
"Tomatoes On The Vine, 4 lbs",6,"2025-11-05","1"
"Tomatoes On The Vine, 4 lbs",7,"2025-11-12","1"
"Village Hearth Cottage White Bread, 24 oz, 2 ct",1,"2025-10-01","4"
"Village Hearth Cottage White Bread, 24 oz, 2 ct",2,"2025-10-08","2"
"Village Hearth Cottage White Bread, 24 oz, 2 ct",3,"2025-10-15","2"
"Village Hearth Cottage White Bread, 24 oz, 2 ct",4,"2025-10-22","2"
"Village Hearth Cottage White Bread, 24 oz, 2 ct",5,"2025-10-29","2"
"Village Hearth Cottage White Bread, 24 oz, 2 ct",6,"2025-11-05","3"
"Village Hearth Cottage White Bread, 24 oz, 2 ct",7,"2025-11-12","3"
"Village Hearth Cottage White Bread, 24 oz, 2 ct",8,"2025-11-19","3"
"Village Hearth Cottage White Bread, 24 oz, 2 ct",9,"2025-11-26","3"
"Wawona Festival Fruit Blend, 10 lbs",7,"2025-11-12","1"
"Wawona Spectrum Fruit Blend, 10 lbs",4,"2025-10-22","0"
"Winco 5 Quart Mixing Bowl, Standard Weight, Stainless Steel",2,"2025-10-08","1"
"Yellow Onions 10 lbs",3,"2025-10-15","1"
"Yellow Onions 10 lbs",6,"2025-11-05","1"
"Yellow Onions 10 lbs",7,"2025-11-12","1"
